year,month,day,minute,second,hour,weekday,timestamp
2018,11,15,10,51,22,False,1542279082796
2018,11,15,10,52,20,False,1542279140796
2018,11,15,10,53,12,False,1542279192796
2018,11,15,10,53,30,False,1542279210796
2018,11,15,10,54,44,False,1542279284796
2018,11,15,10,56,19,False,1542279379796
2018,11,15,10,56,57,False,1542279417796
2018,11,15,10,57,10,False,1542279430796
2018,11,15,11,0,41,False,1542279641796
2018,11,15,11,0,58,False,1542279658796
2018,11,15,11,1,38,False,1542279698796
2018,11,15,11,4,44,False,1542279884796
2018,11,15,11,5,48,False,1542279948796
2018,11,15,11,6,2,False,1542279962796
2018,11,15,11,7,13,False,1542280033796
2018,11,15,11,8,8,False,1542280088796
2018,11,15,11,9,59,False,1542280199796
2018,11,15,11,10,1,False,1542280201796
2018,11,15,11,11,0,False,1542280260796
2018,11,15,11,11,25,False,1542280285796
2018,11,15,11,11,52,False,1542280312796
2018,11,15,11,13,34,False,1542280414796
2018,11,15,11,15,9,False,1542280509796
2018,11,15,11,15,45,False,1542280545796
2018,11,15,11,16,18,False,1542280578796
2018,11,15,11,18,8,False,1542280688796
2018,11,15,11,19,36,False,1542280776796
2018,11,15,11,20,26,False,1542280826796
2018,11,15,11,21,26,False,1542280886796
2018,11,15,11,22,6,False,1542280926796
2018,11,15,11,24,42,False,1542281082796
2018,11,15,11,25,6,False,1542281106796
2018,11,15,11,27,11,False,1542281231796
2018,11,15,11,29,21,False,1542281361796
2018,11,15,11,30,41,False,1542281441796
2018,11,15,11,31,37,False,1542281497796
2018,11,15,11,32,33,False,1542281553796
2018,11,15,11,35,19,False,1542281719796
2018,11,15,11,35,30,False,1542281730796
2018,11,15,11,35,35,False,1542281735796
2018,11,15,11,37,33,False,1542281853796
2018,11,15,11,37,52,False,1542281872796
2018,11,15,11,39,32,False,1542281972796
2018,11,15,11,41,25,False,1542282085796
2018,11,15,11,42,37,False,1542282157796
2018,11,15,11,44,1,False,1542282241796
2018,11,15,11,44,33,False,1542282273796
2018,11,15,11,46,25,False,1542282385796
2018,11,15,11,47,12,False,1542282432796
2018,11,15,11,48,8,False,1542282488796
2018,11,15,11,50,17,False,1542282617796
2018,11,15,11,52,4,False,1542282724796
2018,11,15,11,56,31,False,1542282991796
2018,11,15,11,57,5,False,1542283025796
2018,11,15,11,58,9,False,1542283089796
2018,11,15,12,2,27,False,1542283347796
2018,11,15,12,7,57,False,1542283677796
2018,11,15,12,11,17,False,1542283877796
2018,11,15,12,14,26,False,1542284066796
2018,11,15,12,14,29,False,1542284069796
2018,11,15,12,16,33,False,1542284193796
2018,11,15,12,18,0,False,1542284280796
2018,11,15,12,18,45,False,1542284325796
2018,11,15,12,20,24,False,1542284424796
2018,11,15,12,24,47,False,1542284687796
2018,11,15,12,25,14,False,1542284714796
2018,11,15,12,26,26,False,1542284786796
2018,11,15,12,28,39,False,1542284919796
2018,11,15,12,30,36,False,1542285036796
2018,11,15,12,31,12,False,1542285072796
2018,11,15,12,31,13,False,1542285073796
2018,11,15,12,32,14,False,1542285134796
2018,11,15,12,32,28,False,1542285148796
2018,11,15,12,33,45,False,1542285225796
2018,11,15,12,37,47,False,1542285467796
2018,11,15,12,38,3,False,1542285483796
2018,11,15,12,40,13,False,1542285613796
2018,11,15,12,42,6,False,1542285726796
2018,11,15,12,44,6,False,1542285846796
2018,11,15,12,45,43,False,1542285943796
2018,11,15,12,48,54,False,1542286134796
2018,11,15,12,50,26,False,1542286226796
2018,11,15,12,55,50,False,1542286550796
2018,11,15,12,58,38,False,1542286718796
2018,11,15,13,3,38,False,1542287018796
2018,11,15,13,9,11,False,1542287351796
2018,11,15,13,12,56,False,1542287576796
2018,11,15,13,17,4,False,1542287824796
2018,11,15,13,20,4,False,1542288004796
2018,11,15,13,23,35,False,1542288215796
2018,11,15,13,34,30,False,1542288870796
2018,11,15,13,37,32,False,1542289052796
2018,11,15,13,42,16,False,1542289336796
2018,11,15,13,44,58,False,1542289498796
2018,11,15,13,48,57,False,1542289737796
2018,11,15,13,58,51,False,1542290331796
2018,11,15,14,2,49,False,1542290569796
2018,11,15,14,6,18,False,1542290778796
2018,11,15,14,9,23,False,1542290963796
2018,11,15,14,9,25,False,1542290965796
2018,11,15,14,11,25,False,1542291085796
2018,11,15,14,12,30,False,1542291150796
2018,11,15,14,17,10,False,1542291430796
2018,11,15,14,19,47,False,1542291587796
2018,11,15,14,22,29,False,1542291749796
2018,11,15,14,23,45,False,1542291825796
2018,11,15,14,26,1,False,1542291961796
2018,11,15,14,26,29,False,1542291989796
2018,11,15,14,27,10,False,1542292030796
2018,11,15,14,29,44,False,1542292184796
2018,11,15,14,31,8,False,1542292268796
2018,11,15,14,32,17,False,1542292337796
2018,11,15,14,34,16,False,1542292456796
2018,11,15,14,38,9,False,1542292689796
2018,11,15,14,38,53,False,1542292733796
2018,11,15,14,39,33,False,1542292773796
2018,11,15,14,42,17,False,1542292937796
2018,11,15,14,42,49,False,1542292969796
2018,11,15,14,42,58,False,1542292978796
2018,11,15,14,45,23,False,1542293123796
2018,11,15,14,45,59,False,1542293159796
2018,11,15,14,46,10,False,1542293170796
2018,11,15,14,46,26,False,1542293186796
2018,11,15,14,47,23,False,1542293243796
2018,11,15,14,49,51,False,1542293391796
2018,11,15,14,49,54,False,1542293394796
2018,11,15,14,51,43,False,1542293503796
2018,11,15,14,53,43,False,1542293623796
2018,11,15,14,54,37,False,1542293677796
2018,11,15,14,55,46,False,1542293746796
2018,11,15,14,57,44,False,1542293864796
2018,11,15,14,59,39,False,1542293979796
2018,11,15,15,2,25,False,1542294145796
2018,11,15,15,3,19,False,1542294199796
2018,11,15,15,6,15,False,1542294375796
2018,11,15,15,7,18,False,1542294438796
2018,11,15,15,8,59,False,1542294539796
2018,11,15,15,9,58,False,1542294598796
2018,11,15,15,13,1,False,1542294781796
2018,11,15,15,13,57,False,1542294837796
2018,11,15,15,16,39,False,1542294999796
2018,11,15,15,17,14,False,1542295034796
2018,11,15,15,19,30,False,1542295170796
2018,11,15,15,21,50,False,1542295310796
2018,11,15,15,24,7,False,1542295447796
2018,11,15,15,24,8,False,1542295448796
2018,11,15,15,24,37,False,1542295477796
2018,11,15,15,26,20,False,1542295580796
2018,11,15,15,28,18,False,1542295698796
2018,11,15,15,32,14,False,1542295934796
2018,11,15,15,33,52,False,1542296032796
2018,11,15,15,37,16,False,1542296236796
2018,11,15,15,37,53,False,1542296273796
2018,11,15,15,41,26,False,1542296486796
2018,11,15,15,42,43,False,1542296563796
2018,11,15,15,45,34,False,1542296734796
2018,11,15,15,46,12,False,1542296772796
2018,11,15,15,48,22,False,1542296902796
2018,11,15,15,48,59,False,1542296939796
2018,11,15,15,52,55,False,1542297175796
2018,11,15,15,57,7,False,1542297427796
2018,11,15,15,59,9,False,1542297549796
2018,11,15,16,1,10,False,1542297670796
2018,11,15,16,2,17,False,1542297737796
2018,11,15,16,3,44,False,1542297824796
2018,11,15,16,4,40,False,1542297880796
2018,11,15,16,6,6,False,1542297966796
2018,11,15,16,6,57,False,1542298017796
2018,11,15,16,8,16,False,1542298096796
2018,11,15,16,10,5,False,1542298205796
2018,11,15,16,10,32,False,1542298232796
2018,11,15,16,10,53,False,1542298253796
2018,11,15,16,12,15,False,1542298335796
2018,11,15,16,12,16,False,1542298336796
2018,11,15,16,14,23,False,1542298463796
2018,11,15,16,14,28,False,1542298468796
2018,11,15,16,14,58,False,1542298498796
2018,11,15,16,16,45,False,1542298605796
2018,11,15,16,18,45,False,1542298725796
2018,11,15,16,19,5,False,1542298745796
2018,11,15,16,19,32,False,1542298772796
2018,11,15,16,21,20,False,1542298880796
2018,11,15,16,23,43,False,1542299023796
2018,11,15,16,23,53,False,1542299033796
2018,11,15,16,27,49,False,1542299269796
2018,11,15,16,28,2,False,1542299282796
2018,11,15,16,28,48,False,1542299328796
2018,11,15,16,30,0,False,1542299400796
2018,11,15,16,31,17,False,1542299477796
2018,11,15,16,31,27,False,1542299487796
2018,11,15,16,32,52,False,1542299572796
2018,11,15,16,33,58,False,1542299638796
2018,11,15,16,34,18,False,1542299658796
2018,11,15,16,35,49,False,1542299749796
2018,11,15,16,36,45,False,1542299805796
2018,11,15,16,36,47,False,1542299807796
2018,11,15,16,37,7,False,1542299827796
2018,11,15,16,37,27,False,1542299847796
2018,11,15,16,40,2,False,1542300002796
2018,11,15,16,40,43,False,1542300043796
2018,11,15,16,42,27,False,1542300147796
2018,11,15,16,42,54,False,1542300174796
2018,11,15,16,43,33,False,1542300213796
2018,11,15,16,45,56,False,1542300356796
2018,11,15,16,46,57,False,1542300417796
2018,11,15,16,47,13,False,1542300433796
2018,11,15,16,48,11,False,1542300491796
2018,11,15,16,48,23,False,1542300503796
2018,11,15,16,49,50,False,1542300590796
2018,11,15,16,51,2,False,1542300662796
2018,11,15,16,51,12,False,1542300672796
2018,11,15,16,51,56,False,1542300716796
2018,11,15,16,53,25,False,1542300805796
2018,11,15,16,54,20,False,1542300860796
2018,11,15,16,54,52,False,1542300892796
2018,11,15,16,55,31,False,1542300931796
2018,11,15,16,57,3,False,1542301023796
2018,11,15,16,57,47,False,1542301067796
2018,11,15,16,58,7,False,1542301087796
2018,11,15,16,58,37,False,1542301117796
2018,11,15,17,2,7,False,1542301327796
2018,11,15,17,2,27,False,1542301347796
2018,11,15,17,2,30,False,1542301350796
2018,11,15,17,3,38,False,1542301418796
2018,11,15,17,3,56,False,1542301436796
2018,11,15,17,4,24,False,1542301464796
2018,11,15,17,6,32,False,1542301592796
2018,11,15,17,6,33,False,1542301593796
2018,11,15,17,6,44,False,1542301604796
2018,11,15,17,6,50,False,1542301610796
2018,11,15,17,8,28,False,1542301708796
2018,11,15,17,8,29,False,1542301709796
2018,11,15,17,9,53,False,1542301793796
2018,11,15,17,10,32,False,1542301832796
2018,11,15,17,13,30,False,1542302010796
2018,11,15,17,14,18,False,1542302058796
2018,11,15,17,14,51,False,1542302091796
2018,11,15,17,16,12,False,1542302172796
2018,11,15,17,18,24,False,1542302304796
2018,11,15,17,19,13,False,1542302353796
2018,11,15,17,22,48,False,1542302568796
2018,11,15,17,25,45,False,1542302745796
2018,11,15,17,27,29,False,1542302849796
2018,11,15,17,29,39,False,1542302979796
2018,11,15,17,29,48,False,1542302988796
2018,11,15,17,29,49,False,1542302989796
2018,11,15,17,31,12,False,1542303072796
2018,11,15,17,31,13,False,1542303073796
2018,11,15,17,32,7,False,1542303127796
2018,11,15,17,33,22,False,1542303202796
2018,11,15,17,34,0,False,1542303240796
2018,11,15,17,37,32,False,1542303452796
2018,11,15,17,37,36,False,1542303456796
2018,11,15,17,41,16,False,1542303676796
2018,11,15,17,41,24,False,1542303684796
2018,11,15,17,42,30,False,1542303750796
2018,11,15,17,44,25,False,1542303865796
2018,11,15,17,46,1,False,1542303961796
2018,11,15,17,48,3,False,1542304083796
2018,11,15,17,49,22,False,1542304162796
2018,11,15,17,51,24,False,1542304284796
2018,11,15,17,53,33,False,1542304413796
2018,11,15,17,56,18,False,1542304578796
2018,11,15,17,56,50,False,1542304610796
2018,11,15,17,59,41,False,1542304781796
2018,11,15,18,1,45,False,1542304905796
2018,11,15,18,3,29,False,1542305009796
2018,11,15,18,4,17,False,1542305057796
2018,11,15,18,5,12,False,1542305112796
2018,11,15,18,7,32,False,1542305252796
2018,11,15,18,9,2,False,1542305342796
2018,11,15,18,9,14,False,1542305354796
2018,11,15,18,9,32,False,1542305372796
2018,11,15,18,11,31,False,1542305491796
2018,11,15,18,12,29,False,1542305549796
2018,11,15,18,14,43,False,1542305683796
2018,11,15,18,15,52,False,1542305752796
2018,11,15,18,16,46,False,1542305806796
2018,11,15,18,16,57,False,1542305817796
2018,11,15,18,19,34,False,1542305974796
2018,11,15,18,22,45,False,1542306165796
2018,11,15,18,24,32,False,1542306272796
2018,11,15,18,24,35,False,1542306275796
2018,11,15,18,25,20,False,1542306320796
2018,11,15,18,25,31,False,1542306331796
2018,11,15,18,25,58,False,1542306358796
2018,11,15,18,27,36,False,1542306456796
2018,11,15,18,29,45,False,1542306585796
2018,11,15,18,30,33,False,1542306633796
2018,11,15,18,30,52,False,1542306652796
2018,11,15,18,31,38,False,1542306698796
2018,11,15,18,33,5,False,1542306785796
2018,11,15,18,34,27,False,1542306867796
2018,11,15,18,34,30,False,1542306870796
2018,11,15,18,34,48,False,1542306888796
2018,11,15,18,35,19,False,1542306919796
2018,11,15,18,35,37,False,1542306937796
2018,11,15,18,37,8,False,1542307028796
2018,11,15,18,39,56,False,1542307196796
2018,11,15,18,39,57,False,1542307197796
2018,11,15,18,40,22,False,1542307222796
2018,11,15,18,42,38,False,1542307358796
2018,11,15,18,43,31,False,1542307411796
2018,11,15,18,44,43,False,1542307483796
2018,11,15,18,46,2,False,1542307562796
2018,11,15,18,48,33,False,1542307713796
2018,11,15,18,48,45,False,1542307725796
2018,11,15,18,49,8,False,1542307748796
2018,11,15,18,49,59,False,1542307799796
2018,11,15,18,51,3,False,1542307863796
2018,11,15,18,51,43,False,1542307903796
2018,11,15,18,54,45,False,1542308085796
2018,11,15,18,55,4,False,1542308104796
2018,11,15,18,55,4,False,1542308104796
2018,11,15,18,57,52,False,1542308272796
2018,11,15,18,58,47,False,1542308327796
2018,11,15,18,59,14,False,1542308354796
2018,11,15,19,1,55,False,1542308515796
2018,11,15,19,2,26,False,1542308546796
2018,11,15,19,3,47,False,1542308627796
2018,11,15,19,5,44,False,1542308744796
2018,11,15,19,6,33,False,1542308793796
2018,11,15,19,7,57,False,1542308877796
2018,11,15,19,10,32,False,1542309032796
2018,11,15,19,11,24,False,1542309084796
2018,11,15,19,13,37,False,1542309217796
2018,11,15,19,13,58,False,1542309238796
2018,11,15,19,15,5,False,1542309305796
2018,11,15,19,16,14,False,1542309374796
2018,11,15,19,19,6,False,1542309546796
2018,11,15,19,20,8,False,1542309608796
2018,11,15,19,20,14,False,1542309614796
2018,11,15,19,22,32,False,1542309752796
2018,11,15,19,23,44,False,1542309824796
2018,11,15,19,24,2,False,1542309842796
2018,11,15,19,24,5,False,1542309845796
2018,11,15,19,26,51,False,1542310011796
2018,11,15,19,28,8,False,1542310088796
2018,11,15,19,28,21,False,1542310101796
2018,11,15,19,30,17,False,1542310217796
2018,11,15,19,32,13,False,1542310333796
2018,11,15,19,32,31,False,1542310351796
2018,11,15,19,34,20,False,1542310460796
2018,11,15,19,35,33,False,1542310533796
2018,11,15,19,36,19,False,1542310579796
2018,11,15,19,36,40,False,1542310600796
2018,11,15,19,37,26,False,1542310646796
2018,11,15,19,38,52,False,1542310732796
2018,11,15,19,42,36,False,1542310956796
2018,11,15,19,42,40,False,1542310960796
2018,11,15,19,42,41,False,1542310961796
2018,11,15,19,43,19,False,1542310999796
2018,11,15,19,43,20,False,1542311000796
2018,11,15,19,45,23,False,1542311123796
2018,11,15,19,45,30,False,1542311130796
2018,11,15,19,45,49,False,1542311149796
2018,11,15,19,46,21,False,1542311181796
2018,11,15,19,50,33,False,1542311433796
2018,11,15,19,54,24,False,1542311664796
2018,11,15,19,59,13,False,1542311953796
2018,11,15,20,4,43,False,1542312283796
2018,11,15,20,8,49,False,1542312529796
2018,11,15,20,12,25,False,1542312745796
2018,11,15,20,16,4,False,1542312964796
2018,11,15,20,19,16,False,1542313156796
2018,11,15,20,20,51,False,1542313251796
2018,11,15,20,22,22,False,1542313342796
2018,11,15,20,24,44,False,1542313484796
2018,11,15,20,28,2,False,1542313682796
2018,11,15,20,28,22,False,1542313702796
2018,11,15,20,32,47,False,1542313967796
2018,11,15,20,36,22,False,1542314182796
2018,11,15,20,37,12,False,1542314232796
2018,11,15,20,38,46,False,1542314326796
2018,11,15,20,40,5,False,1542314405796
2018,11,15,20,43,57,False,1542314637796
2018,11,15,20,44,11,False,1542314651796
2018,11,15,20,46,15,False,1542314775796
2018,11,15,20,46,33,False,1542314793796
2018,11,15,20,49,44,False,1542314984796
2018,11,15,20,49,56,False,1542314996796
2018,11,15,20,53,34,False,1542315214796
2018,11,15,20,55,20,False,1542315320796
2018,11,15,20,56,59,False,1542315419796
2018,11,15,21,0,38,False,1542315638796
2018,11,15,21,3,4,False,1542315784796
2018,11,15,21,4,27,False,1542315867796
2018,11,15,21,6,44,False,1542316004796
2018,11,15,21,8,15,False,1542316095796
2018,11,15,21,10,50,False,1542316250796
2018,11,15,21,11,36,False,1542316296796
2018,11,15,21,14,54,False,1542316494796
2018,11,15,21,15,2,False,1542316502796
2018,11,15,21,17,28,False,1542316648796
2018,11,15,21,18,34,False,1542316714796
2018,11,15,21,21,37,False,1542316897796
2018,11,15,21,21,49,False,1542316909796
2018,11,15,21,24,56,False,1542317096796
2018,11,15,21,25,45,False,1542317145796
2018,11,15,21,28,39,False,1542317319796
2018,11,15,21,31,37,False,1542317497796
2018,11,15,21,31,55,False,1542317515796
2018,11,15,21,34,58,False,1542317698796
2018,11,15,21,35,15,False,1542317715796
2018,11,15,21,37,53,False,1542317873796
2018,11,15,21,39,36,False,1542317976796
2018,11,15,21,43,18,False,1542318198796
2018,11,15,21,43,57,False,1542318237796
2018,11,15,21,45,19,False,1542318319796
2018,11,15,21,48,12,False,1542318492796
2018,11,15,21,48,15,False,1542318495796
2018,11,15,21,51,10,False,1542318670796
2018,11,15,21,51,33,False,1542318693796
2018,11,15,21,54,5,False,1542318845796
2018,11,15,21,56,18,False,1542318978796
2018,11,15,21,58,3,False,1542319083796
2018,11,15,21,59,51,False,1542319191796
2018,11,15,22,0,58,False,1542319258796
2018,11,15,22,3,16,False,1542319396796
2018,11,15,22,3,36,False,1542319416796
2018,11,15,22,6,7,False,1542319567796
2018,11,15,22,6,53,False,1542319613796
2018,11,15,22,10,8,False,1542319808796
2018,11,15,22,10,30,False,1542319830796
2018,11,15,22,10,49,False,1542319849796
2018,11,15,22,10,58,False,1542319858796
2018,11,15,22,13,24,False,1542320004796
2018,11,15,22,13,27,False,1542320007796
2018,11,15,22,14,32,False,1542320072796
2018,11,15,22,17,10,False,1542320230796
2018,11,15,22,19,53,False,1542320393796
2018,11,15,22,20,27,False,1542320427796
2018,11,15,22,21,43,False,1542320503796
2018,11,15,22,23,48,False,1542320628796
2018,11,15,22,27,16,False,1542320836796
2018,11,15,22,32,1,False,1542321121796
2018,11,15,22,35,42,False,1542321342796
2018,11,15,22,36,1,False,1542321361796
2018,11,15,22,41,3,False,1542321663796
2018,11,15,22,45,20,False,1542321920796
2018,11,15,22,46,13,False,1542321973796
2018,11,15,22,48,46,False,1542322126796
2018,11,15,22,49,33,False,1542322173796
2018,11,15,22,52,58,False,1542322378796
2018,11,15,22,53,27,False,1542322407796
2018,11,15,22,56,36,False,1542322596796
2018,11,15,23,0,41,False,1542322841796
2018,11,15,23,3,43,False,1542323023796
2018,11,15,23,7,30,False,1542323250796
2018,11,15,23,12,26,False,1542323546796
2018,11,15,23,22,26,False,1542324146796
2018,11,15,23,25,47,False,1542324347796
2018,11,15,23,26,5,False,1542324365796
2018,11,15,23,28,18,False,1542324498796
2018,11,15,23,31,39,False,1542324699796
2018,11,15,23,35,55,False,1542324955796
2018,11,15,23,39,5,False,1542325145796
2018,11,15,23,42,18,False,1542325338796
2018,11,15,23,46,20,False,1542325580796
2018,11,15,23,52,16,False,1542325936796
2018,11,15,23,57,5,False,1542326225796
2018,11,5,0,33,12,False,1541377992796
2018,11,5,1,27,22,False,1541381242796
2018,11,5,1,30,56,False,1541381456796
2018,11,5,1,34,54,False,1541381694796
2018,11,5,1,40,40,False,1541382040796
2018,11,5,1,42,0,False,1541382120796
2018,11,5,1,44,38,False,1541382278796
2018,11,5,1,48,0,False,1541382480796
2018,11,5,1,50,53,False,1541382653796
2018,11,5,1,54,2,False,1541382842796
2018,11,5,1,58,24,False,1541383104796
2018,11,5,2,1,51,False,1541383311796
2018,11,5,2,5,18,False,1541383518796
2018,11,5,2,9,47,False,1541383787796
2018,11,5,2,18,4,False,1541384284796
2018,11,5,2,21,55,False,1541384515796
2018,11,5,2,25,41,False,1541384741796
2018,11,5,2,30,17,False,1541385017796
2018,11,5,2,34,6,False,1541385246796
2018,11,5,2,38,1,False,1541385481796
2018,11,5,2,42,30,False,1541385750796
2018,11,5,2,45,11,False,1541385911796
2018,11,5,2,48,32,False,1541386112796
2018,11,5,2,52,49,False,1541386369796
2018,11,5,2,55,59,False,1541386559796
2018,11,5,2,59,18,False,1541386758796
2018,11,5,3,4,18,False,1541387058796
2018,11,5,4,36,38,False,1541392598796
2018,11,5,4,40,25,False,1541392825796
2018,11,5,4,44,14,False,1541393054796
2018,11,5,4,45,12,False,1541393112796
2018,11,5,4,47,26,False,1541393246796
2018,11,5,4,47,29,False,1541393249796
2018,11,5,5,12,49,False,1541394769796
2018,11,5,5,47,18,False,1541396838796
2018,11,5,5,51,57,False,1541397117796
2018,11,5,5,54,51,False,1541397291796
2018,11,5,5,57,5,False,1541397425796
2018,11,5,6,32,52,False,1541399572796
2018,11,5,6,33,26,False,1541399606796
2018,11,5,7,16,29,False,1541402189796
2018,11,5,7,17,42,False,1541402262796
2018,11,5,7,48,23,False,1541404103796
2018,11,5,7,48,24,False,1541404104796
2018,11,5,7,48,29,False,1541404109796
2018,11,5,8,42,46,False,1541407366796
2018,11,5,8,47,22,False,1541407642796
2018,11,5,8,50,7,False,1541407807796
2018,11,5,8,51,29,False,1541407889796
2018,11,5,8,54,35,False,1541408075796
2018,11,5,8,54,50,False,1541408090796
2018,11,5,8,58,51,False,1541408331796
2018,11,5,9,1,37,False,1541408497796
2018,11,5,9,4,22,False,1541408662796
2018,11,5,9,9,2,False,1541408942796
2018,11,5,9,10,38,False,1541409038796
2018,11,5,9,12,14,False,1541409134796
2018,11,5,9,14,7,False,1541409247796
2018,11,5,9,20,29,False,1541409629796
2018,11,5,9,21,2,False,1541409662796
2018,11,5,9,24,14,False,1541409854796
2018,11,5,9,26,30,False,1541409990796
2018,11,5,9,28,58,False,1541410138796
2018,11,5,9,30,31,False,1541410231796
2018,11,5,9,31,5,False,1541410265796
2018,11,5,9,33,0,False,1541410380796
2018,11,5,9,33,19,False,1541410399796
2018,11,5,9,35,37,False,1541410537796
2018,11,5,9,38,51,False,1541410731796
2018,11,5,9,39,42,False,1541410782796
2018,11,5,9,42,26,False,1541410946796
2018,11,5,9,43,20,False,1541411000796
2018,11,5,9,44,49,False,1541411089796
2018,11,5,9,47,29,False,1541411249796
2018,11,5,9,48,16,False,1541411296796
2018,11,5,9,51,10,False,1541411470796
2018,11,5,9,52,3,False,1541411523796
2018,11,5,9,52,41,False,1541411561796
2018,11,5,9,54,43,False,1541411683796
2018,11,5,9,55,50,False,1541411750796
2018,11,5,9,58,38,False,1541411918796
2018,11,5,9,59,52,False,1541411992796
2018,11,5,10,2,54,False,1541412174796
2018,11,5,10,3,45,False,1541412225796
2018,11,5,10,6,27,False,1541412387796
2018,11,5,10,9,6,False,1541412546796
2018,11,5,10,9,33,False,1541412573796
2018,11,5,10,11,4,False,1541412664796
2018,11,5,10,13,24,False,1541412804796
2018,11,5,10,13,47,False,1541412827796
2018,11,5,10,14,45,False,1541412885796
2018,11,5,10,16,32,False,1541412992796
2018,11,5,10,18,12,False,1541413092796
2018,11,5,10,18,21,False,1541413101796
2018,11,5,10,20,49,False,1541413249796
2018,11,5,10,22,11,False,1541413331796
2018,11,5,10,24,46,False,1541413486796
2018,11,5,10,25,20,False,1541413520796
2018,11,5,10,29,7,False,1541413747796
2018,11,5,10,29,52,False,1541413792796
2018,11,5,10,32,1,False,1541413921796
2018,11,5,10,35,7,False,1541414107796
2018,11,5,10,37,31,False,1541414251796
2018,11,5,10,41,2,False,1541414462796
2018,11,5,10,41,3,False,1541414463796
2018,11,5,10,42,3,False,1541414523796
2018,11,5,10,44,20,False,1541414660796
2018,11,5,10,45,41,False,1541414741796
2018,11,5,10,46,44,False,1541414804796
2018,11,5,10,46,51,False,1541414811796
2018,11,5,10,46,55,False,1541414815796
2018,11,5,10,47,41,False,1541414861796
2018,11,5,10,48,26,False,1541414906796
2018,11,5,10,50,26,False,1541415026796
2018,11,5,10,52,19,False,1541415139796
2018,11,5,10,53,2,False,1541415182796
2018,11,5,10,55,27,False,1541415327796
2018,11,5,10,56,7,False,1541415367796
2018,11,5,10,56,7,False,1541415367796
2018,11,5,10,57,7,False,1541415427796
2018,11,5,10,57,45,False,1541415465796
2018,11,5,10,57,49,False,1541415469796
2018,11,5,10,59,28,False,1541415568796
2018,11,5,11,0,4,False,1541415604796
2018,11,5,11,2,31,False,1541415751796
2018,11,5,11,3,9,False,1541415789796
2018,11,5,11,8,28,False,1541416108796
2018,11,5,11,8,56,False,1541416136796
2018,11,5,11,10,56,False,1541416256796
2018,11,5,11,11,50,False,1541416310796
2018,11,5,11,14,0,False,1541416440796
2018,11,5,11,14,28,False,1541416468796
2018,11,5,11,17,25,False,1541416645796
2018,11,5,11,18,41,False,1541416721796
2018,11,5,11,21,24,False,1541416884796
2018,11,5,11,21,57,False,1541416917796
2018,11,5,11,25,23,False,1541417123796
2018,11,5,11,25,29,False,1541417129796
2018,11,5,11,27,44,False,1541417264796
2018,11,5,11,29,4,False,1541417344796
2018,11,5,11,30,2,False,1541417402796
2018,11,5,11,30,51,False,1541417451796
2018,11,5,11,30,52,False,1541417452796
2018,11,5,11,31,2,False,1541417462796
2018,11,5,11,31,18,False,1541417478796
2018,11,5,11,31,58,False,1541417518796
2018,11,5,11,33,27,False,1541417607796
2018,11,5,11,36,56,False,1541417816796
2018,11,5,11,41,28,False,1541418088796
2018,11,5,11,42,16,False,1541418136796
2018,11,5,11,46,58,False,1541418418796
2018,11,5,11,53,6,False,1541418786796
2018,11,5,11,55,58,False,1541418958796
2018,11,5,11,59,29,False,1541419169796
2018,11,5,12,2,28,False,1541419348796
2018,11,5,12,4,51,False,1541419491796
2018,11,5,12,8,58,False,1541419738796
2018,11,5,12,11,19,False,1541419879796
2018,11,5,12,15,11,False,1541420111796
2018,11,5,12,19,2,False,1541420342796
2018,11,5,12,21,36,False,1541420496796
2018,11,5,12,25,25,False,1541420725796
2018,11,5,12,26,13,False,1541420773796
2018,11,5,12,29,50,False,1541420990796
2018,11,5,12,29,53,False,1541420993796
2018,11,5,12,29,56,False,1541420996796
2018,11,5,12,33,22,False,1541421202796
2018,11,5,12,33,40,False,1541421220796
2018,11,5,12,36,30,False,1541421390796
2018,11,5,12,37,24,False,1541421444796
2018,11,5,12,41,10,False,1541421670796
2018,11,5,12,43,53,False,1541421833796
2018,11,5,12,48,42,False,1541422122796
2018,11,5,12,48,43,False,1541422123796
2018,11,5,12,49,2,False,1541422142796
2018,11,5,12,49,3,False,1541422143796
2018,11,5,12,49,5,False,1541422145796
2018,11,5,12,52,52,False,1541422372796
2018,11,5,12,57,39,False,1541422659796
2018,11,5,13,2,11,False,1541422931796
2018,11,5,13,6,32,False,1541423192796
2018,11,5,13,9,59,False,1541423399796
2018,11,5,13,13,45,False,1541423625796
2018,11,5,13,18,48,False,1541423928796
2018,11,5,13,22,30,False,1541424150796
2018,11,5,13,28,18,False,1541424498796
2018,11,5,13,31,52,False,1541424712796
2018,11,5,13,35,13,False,1541424913796
2018,11,5,13,38,54,False,1541425134796
2018,11,5,13,42,46,False,1541425366796
2018,11,5,13,46,42,False,1541425602796
2018,11,5,13,47,47,False,1541425667796
2018,11,5,13,48,32,False,1541425712796
2018,11,5,13,51,47,False,1541425907796
2018,11,5,13,54,56,False,1541426096796
2018,11,5,13,59,13,False,1541426353796
2018,11,5,14,2,45,False,1541426565796
2018,11,5,14,6,36,False,1541426796796
2018,11,5,14,10,47,False,1541427047796
2018,11,5,14,13,42,False,1541427222796
2018,11,5,14,16,27,False,1541427387796
2018,11,5,14,20,38,False,1541427638796
2018,11,5,14,22,27,False,1541427747796
2018,11,5,14,23,9,False,1541427789796
